workers,threading_s,multiprocessing_s
1,2.007142874994315,1.9785366249852814
2,1.9658221249701455,1.0837011670228094
4,2.0454212500480935,0.597864874987863
8,2.0188134589698166,0.4663974160212092
16,2.027651790995151,0.5170647500199266
32,2.0312826659646817,0.6925582079566084
